НАЗВАНИЕ.СМИ,ТЕЛЕФОН,АДРЕС.СМИ,ЭЛ.ПОЧТА...САЙТ,ГЛАВНЫЙ.РЕДАКТОР,ОБЛАСТЬ,ГОРОД.РАЙОНЫ,ТИП.СМИ,СОБСТВЕННИК,email,web
Дидар,87102903352,"ул. Тимирязева,15","didar_2002@mail.ru, http://didar-tv.kz/",Светлана Онгарбаева,Карагандинская область,Жезказган,ТВ,"КГП  ЖГДТ ""Дидар"", Базарбай Әлеуханұлы",didar_2002@mail.ru,http://didar-tv.kz/
Новое телевидение,87212412170,"ул. Ленина,10а","info@novoetv.kz, novoetv.kz",Руслан Никонович,Карагандинская область,Караганда,ТВ,"ТОО ""Издательский дом ""Пропаганда+паблишинг"", Руслан Никонович",info@,http://novoetv.kz/
Первый карагандинский,"87212 411060, 87212 568869","ул. Жамбыла, 28","perviykrg@mail.ru, http://1karagandy.kz/",Алмас Мусабеков,Карагандинская область,Караганда,ТВ,"ТОО ""Телерадиокомпания  ""Караганда"", Ержан Макатов ",perviykrg@mail.ru,http://1karagandy.kz/
ТВ-29 - ТВОЁ ТВ,87213988866,"пр. Комсомольская, 41","tv29@mail.ru, https://www.facebook.com/tvoetvkz/",,Карагандинская область,Темиртау,ТВ,"ТОО ""Телекомпания TV-29"", Андрей Хлопунов",tv29@mail.ru,https://www.facebook.com/tvoetvkz/
Aqsham.TV,87106338585,"пр. Сатпаева, 115","Aqshamtv@mail.ru, http://aqsham.tv/",Алтын Толегенова,Карагандинская область,Сатпаев,ТВ,"ИП Нурпейсов Г.Б., Дана Кунтуганова",Aqshamtv@mail.ru,http://aqsham.tv/
Туған жер - Родная земля,87752298479,"с. Аулиеколь, ул. Автомобилистов 2, кв.2",asemhan79@mail.ru,Асемхан Есмагамбетов,Костанайская область,Аулиекольский район,Газета,"ИП Мариям, Сандгуль Есмагамбетова",asemhan79@mail.ru,
Авангард,87143523856,"Житикара, 6 мкрн., д.62","Jurn_reklama@mail.ru, djet@mail.ru ",Мурат Каибжанов,Костанайская область,Житикаринский район,Газета,"ТОО ""Журналист"", Мурат Каибжанов",Jurn_reklama@mail.ru djet@mail.ru,
Курьер Казахстана,87142532594,"ул. Байтурсынова, 55",kur-kaz@mail.ru,Татьяна Хлопянникова,Костанайская область,Костанай,Газета,"ТОО ""Зеленое яблоко"", Сергей Харченко",kur-kaz@mail.ru,
Қамысты жаңалықтары – Камыстинские новости,87143721143,"с. Камысты, ул. Ленина, 18",nov_put@mail.ru,Ермурат Бекмухамедов,Костанайская область,Камыстинский  район,Газета,"ТОО ""Редакция общественной газеты ""Қамысты жаңалықтары – Камыстинские новости"", Аскар Жабаев",nov_put@mail.ru,
Рудненский рабочий,87143142160,"ул.Гагарина, 11",rudny_r@mail.ru,Кенжеш Аманова,Костанайская область,Рудный,Газета,"ТОО ""Rýdnyi media"", Аскар Умурзаков",rudny_r@mail.ru,
Аманкелді арайы,87144021057,"ул. Майлина, 14",amangeldy-arai@mail.ru,Кулбаши Смаилова,Костанайская область,Аманкелдинский район,Газета,"ИП ""Редакция газеты Аманкелді арайы"", Хамитбек Мұсабаев",amangeldy-arai@mail.ru,
Федоровские новости,"8714442 33 0 38, 871442 21798","с. Федоровка, ул. Юнацкого, 42",Fnredac_21@mail.ru,Антон Першуков,Костанайская область,Федоровский район ,Газета,"ТОО ""Федоровские новости"", Антон Першуков",Fnredac_21@mail.ru,
Таза бұлақ-Чистый родник,87784862635,"с. Убаганское, ул.Ленина, д.4 ","altynsar_gazeta@mail.ru, botagoz-0110@mail.ru",Ботакоз Бидаулетова,Костанайская область,Алтынсаринский район,Газета,"ТОО ""Таза бұлақ - Чистый родник"", Ботакоз Бидаулетова",altynsar_gazeta@mail.ru botagoz-0110@mail.ru,
Арқалық хабары,87143078807,"ул. Горбачева,14","arkalyk.habar@mail.ru, arknews.kz",Кайрат Есмаганбетов,Костанайская область,Аркалык,Газета,"ТОО ""Арқалық хабары"", Виталий Саяпин",arkalyk.habar@mail.ru,https://arknews.kz/
Сарыколь ,"87145122517, 8701 856 6324","п. Сарыколь, ул.Тәуелсіздік, 93","gaz-sarykol@yandex.ru, https://sarykol.qostanai.media/",Руслан Алкеев,Костанайская область,Сарыкольский район,Газета,"ТОО ""Костанай-медиа"", ГУ ""Аппарат акима Сарыкольского района"", Аскар Умурзаков",gaz-sarykol@yandex.ru,https://sarykol.qostanai.media/
Қарасу өңірі,87145221352.88,"с. Карасу, ул.Исакова, 67","meshit81@mail.ru, https://qarasy.qostanai.media/",Мешіт Ғазизұлы (Мешит Хазез),Костанайская область,Карасуской район,Газета,"ТОО ""Костанай.Медиа"", Аскар Умурзаков",meshit81@mail.ru,https://qarasy.qostanai.media/
Науырзым тынысы,87777945766,"с. Караменды, ул Абая,14","naurzum_gazeta@bk.ru, https://nayrzym.qostanai.media/",Жибек Нурсеитова,Костанайская область,Наурзумский район,Газета,"ТОО ""Костанай.Медиа"", Аскар Жабаев",naurzum_gazeta@bk.ru,https://nayrzym.qostanai.media/
Нұрлы жол,"871444 21208, 8777 7958098","с. Узунколь, ул. Абылай хана, д. 38","nurlijol@mail.ru, https://yzynkol.qostanai.media/",Султанбек Кожанов,Костанайская область,Узункольский район,Газета,"ТОО ""Узункольского район газета Нурлы-жол"" (50%), ТОО ""Костанай-медиа"" (50%), Александра Сергазинова",nurlijol@mail.ru,https://yzynkol.qostanai.media/
Порядок и право,87017650121,6 мкрн. дом 109,porydok.pravo@mail.ru,Владимир Головко,Костанайская область,Костанай,Газета,"ИП “Головко В.И.“, Владимир Головко",porydok.pravo@mail.ru,
Хризотил КМ,87143522599,"Житикара, ул. Ленина, 67","info@km.kz, http://km.kz/",Оксана Ержанова,Костанайская область,Житикаринский район,Газета,"ТОО ""Горные технологии""",info@km.kz,http://km.kz/
Костанай-Агро,"87142 540830, 87142549219","ул. Тәуелсіздік д.83, офис 621","kostanay-agro@mail.ru, turkestanoff@rambler.ru,http://qagro.kz/",Тимур Туркестанов,Костанайская область,Костанай,Газета,"ТОО ""Редакция региональной аграрной, общественно-политической газеты ""Костанай-Агро"", Менсулу Малаева",kostanay-agro@mail.ru turkestanoff@rambler.ru,http://qagro.kz/
Әулиекөл,"87145321116, 8778 695 2000","с. Аулиеколь, ул. Баймагамбетова, 25","auliekol_pressa@mail.ru, https://ayliekol.qostanai.media/",Чингиз Сабиров,Костанайская область,Аулиекольский район,Газета,"ТОО ""Костанай.Медиа"", Аскар Умурзаков",auliekol_pressa@mail.ru,https://ayliekol.qostanai.media/
Айна,87144133728,"п. Карабалык, ул. Мира, 20","ainakar@mail.ru, ainanews.kz",Мария Сапарова,Костанайская область,Карабалыкский район,Газета,"ТОО ""Редакция районной газеты ""Айна"", Мария Сапарова",ainakar@mail.ru,http://ainanews.kz/
Бизнес-Пресс Лисаковск,"871433 49048, 871433 32071","Лисаковск, 1 мкрн., дом 7","b-center@yandex.kz, biznes-press-lis.kz",Максим Сушко,Костанайская область,Лисаковск,Газета,"ТОО ""Бизнес-Центр"", Галина Дунецкая",b-center@yandex.kz,https://biznes-press-lis.kz/
Житиринские новости," 871435 49116,  871435 23510","Житикара, 6 мкрн., 66 дом (РДК «Асбест»)","zamanfm@mail.ru, zhn.kz",Канат Ибраев,Костанайская область,Житикаринский район,Газета,"ТОО Арман плюс"", Канат Ибраев",zamanfm@mail.ru,http://zhn.kz/
Áıet shamshyraǵy,87143649091,"с.Әйет, улица Б.Майлина, 23","gazeta_tarn@mail.ru, gazetamayak.kz",Айбатыр Ахметбеков,Костанайская область,Беимбета Майлина район,Газета,"Акимат района Беимбета Майлина (40%), физ.лицо (60 %)",gazeta_tarn@mail.ru,http://gazetamayak.kz/
Костанайские новости,87142545736,"пр. Аль-Фараби, 90","gazeta@kstnews.kz,www.kstnews.kz, www.kstnews.kz",Олег Гурский,Костанайская область,Костанай,Газета,"ТОО ""Костанайские новости"", Анна Розинова",gazeta@kstnews.kz,https://kstnews.kz/
Қостанай таңы,87142541266,"пр. Аль-Фараби, 90","kostanaytany@mail.ru, kostanaytany.kz ",Жанузак Аязбеков,Костанайская область,Костанай,Газета,"ТОО ""Редакция газеты ""Қостанай таңы"", Жанузак Аязбеков",kostanaytany@mail.ru,http://kostanaytany.kz/
Лисаковская новь,87143332360,"2 мкрн., д. 13""а""","olgakosh2010@mail.ru, lisnov.kz",Ольга Моисеенко,Костанайская область,Лисаковск,Газета,"ТОО ""Редакция газеты ""Лисаковская новь"", Василий Кошелев",olgakosh2010@mail.ru,http://lisnov.kz/
Народная газета,"87758909395,  8777 3341685","ул. Мауленова,22-42",region-ra@mail.ru ,Ляйлим Абдрахманова,Костанайская область,Костанай,Газета,"ИП ""Абдрахманова Л.М."", Ляйлим Абдрахманова",region-ra@mail.ru,
Наш Костанай,"87142 542753, 87142 391748","пр. Аль-Фараби, 90","gazeta@top-news.kz, www.top-news.kz",Валентина Мелехова,Костанайская область,Костанай,Газета,"ТОО ""Газета ""Наш Костанай"", Аскар Жабаев",gazeta@top-news.kz,https://top-news.kz/
Наша газета,"87142536995, 87479075792","ул. Майлина, 2/3","ng@ng.kz, kolokolova@ng.kz, www.ng.kz",Ольга Колоколова,Костанайская область,Костанай,Газета,"ТОО ""Твой шанс""",ng@ng.kz kolokolova@ng.kz,https://www.ng.kz/
Наше время,87143421454,"с. Денисовка ул.Калинина,4",nashe_vremai@mail.ru,Анатолий Глоба,Костанайская область,Денисовский район,Газета,"ТОО ""Редакция газеты ""Наше время"", Анатолий Глоба",nashe_vremai@mail.ru,
Арна,"87772374196, 87145522061","п. Затобольск, ул. 40 лет Октября, 74, офис 207, 211","arna-news@mail.ru, arna-news.kz",Жумагул Иргасымова ,Костанайская область,Костанайский район,Газета,"ТОО ""Редакция региональной общественно-политической газеты ""Арна"", Жумагул Иргасымова ",arna-news@mail.ru,http://arna-news.kz/
